ID,y
643,102.62609
645,100.9561
646,111.34799
648,96.48977
652,99.555084
653,100.51312
654,107.53703
656,108.326584
657,102.90849
659,96.72956
660,110.246605
663,94.771805
664,108.940605
666,108.18824
668,104.76128
669,95.92531
671,95.748955
675,92.15937
677,96.690254
678,110.228905
679,104.04533
682,102.66325
685,108.47228
687,96.93019
688,94.76025
693,112.27136
696,103.188446
698,93.93352
701,97.326004
704,97.405716
705,117.01411
709,103.780266
710,98.77116
711,104.98354
712,100.55366
714,111.176125
715,90.980576
716,108.14417
717,94.63098
720,115.873405
721,94.53707
724,101.13239
725,95.82081
726,100.13296
728,107.64424
731,98.854385
734,111.35293
738,94.137344
745,104.18766
746,92.554504
751,80.60657
754,96.19157
756,95.36662
758,98.166695
759,109.96091
761,117.21995
766,98.51161
767,105.64998
768,90.61056
769,106.091805
770,100.18817
771,81.92677
772,107.341896
773,95.56731
774,104.08325
776,112.14413
777,104.89787
780,114.71394
782,105.05524
787,103.06919
788,94.63037
792,90.7982
793,113.10408
798,105.597015
800,92.420265
806,108.14417
809,113.798775
811,105.90801
812,92.680046
814,116.74846
816,106.61117
817,95.48919
818,103.88591
820,102.43595
823,95.07984
829,90.07015
830,111.53508
831,93.17667
834,112.92277
839,97.806564
841,80.866356
844,106.166176
845,94.59632
848,92.48825
850,109.25611
851,104.26394
852,97.51391
854,96.028625
855,100.83163
856,111.334595
859,102.577225
861,104.08325
864,94.7811
865,103.39443
866,92.41282
867,97.3952
869,97.08847
871,92.9371
872,108.14417
882,101.69031
883,94.06572
885,97.56985
888,100.22536
893,107.24842
901,109.78067
903,104.71308
904,93.96231
905,107.041595
910,98.37407
911,114.46622
914,109.15697
918,105.329155
921,90.8431
928,97.72891
929,107.866394
932,102.093544
933,95.584015
934,98.37407
935,107.03168
937,82.14198
939,93.51345
940,103.18371
941,97.48328
942,105.34307
943,93.46341
944,103.50288
947,108.14417
949,110.777084
951,102.26134
952,94.88993
953,104.71308
954,77.31369
957,112.14413
959,91.05647
960,112.61195
963,116.74846
965,108.14417
967,106.898285
971,93.14725
972,77.767105
973,92.15305
974,112.655846
975,96.45822
978,108.598145
980,100.245155
981,93.7754
984,109.5039
986,98.37407
988,90.61056
989,107.98182
990,106.914085
992,109.78067
996,103.14799
999,109.389595
1000,102.4026
1001,103.39443
1002,91.678535
1003,112.14413
1004,91.41213
1008,111.93035
1009,96.95151
1010,105.50346
1012,108.783356
1013,93.69043
1014,106.31635
1015,95.68671
1016,115.61561
1019,93.69642
1020,107.07417
1021,98.37407
1022,97.072586
1024,98.37407
1025,92.895226
1027,95.518456
1028,109.29316
1029,97.92503
1030,98.25598
1033,112.49515
1036,106.358864
1037,108.314415
1038,91.6432
1042,93.51345
1043,103.126564
1044,95.276306
1045,113.19966
1047,115.20193
1050,95.15021
1051,106.98141
1054,95.07413
1056,93.7754
1057,94.88946
1059,95.631
1062,106.156395
1063,99.350784
1064,93.7754
1066,94.988014
1070,111.33618
1076,111.41636
1077,100.180275
1078,113.35041
1080,106.632195
1082,99.24713
1083,100.10885
1089,104.04029
1091,100.114784
1093,96.00275
1097,92.805405
1099,94.74687
1101,97.41158
1103,98.906456
1104,110.33473
1106,104.812325
1109,95.13613
1110,109.08534
1111,106.82597
1112,110.44852
1114,94.07814
1116,94.5209
1117,109.40837
1120,97.60469
1124,110.183304
1125,91.934326
1126,112.613976
1134,104.14381
1137,91.16745
1138,111.54904
1144,108.92911
1145,95.679115
1146,93.89647
1148,98.99248
1150,98.33862
1152,106.166176
1153,103.419754
1154,105.705414
1155,94.1592
1157,96.59525
1162,95.20677
1165,113.18996
1166,93.75936
1167,102.00471
1168,101.17918
1169,102.577225
1171,118.529144
1172,100.392136
1173,102.577225
1174,96.25008
1176,103.30662
1177,104.388245
1178,95.75086
1182,112.80508
1186,100.15261
1187,105.928734
1188,91.46766
1189,114.71394
1191,102.559006
1192,95.31293
1197,112.84921
1198,94.53047
1200,78.62654
1201,95.021095
1203,99.3958
1209,116.74846
1214,107.43273
1218,111.32286
1222,97.96771
1226,99.61568
1228,97.70107
1230,101.25022
1232,78.31892
1233,108.615074
1236,112.985985
1238,96.93599
1241,108.92911
1244,99.604836
1246,99.80679
1247,99.596596
1250,103.19365
1251,96.94692
1254,104.8687
1255,99.38971
1256,110.154205
1257,101.067635
1258,107.65378
1259,110.68291
1260,94.38159
1263,108.70926
1267,79.560104
1268,105.71736
1271,95.69172
1272,107.24842
1274,103.70323
1275,95.20677
1276,107.214226
1277,91.06216
1279,93.89647
1281,97.0921
1282,91.46766
1283,105.46407
1285,105.71223
1286,93.261505
1289,112.692245
1296,99.555885
1299,100.20749
1301,103.19403
1306,90.14553
1307,96.04968
1308,95.30987
1313,107.214226
1314,95.67479
1315,109.08534
1316,93.95011
1317,107.71828
1319,92.58883
1323,105.03272
1324,109.20087
1325,95.19551
1328,105.115974
1329,91.4754
1330,103.965294
1331,96.94214
1332,102.932816
1337,102.101814
1338,98.335365
1339,92.247246
1340,102.81574
1343,102.07981
1347,108.75272
1348,97.27115
1349,108.01213
1352,94.96692
1354,101.3218
1359,112.21833
1360,100.97942
1363,108.07422
1364,104.51097
1365,103.06241
1366,102.49127
1372,101.78332
1375,96.15569
1376,97.99148
1378,96.28188
1379,106.17213
1380,99.48342
1381,101.24357
1384,110.640945
1387,99.73507
1388,106.96929
1392,75.93066
1394,103.142395
1395,95.58129
1396,108.6144
1398,97.532135
1399,108.6144
1400,91.83961
1401,94.26455
1403,101.1124
1404,98.70017
1406,108.6144
1407,95.22451
1408,110.54449
1410,79.16202
1412,109.124245
1413,95.58001
1415,94.84641
1420,110.54449
1422,111.67263
1423,100.27145
1424,110.54449
1425,98.324196
1426,79.16202
1427,99.79304
1429,92.207146
1430,104.92619
1431,101.19219
1432,99.44284
1434,110.51453
1437,95.158714
1438,104.0188
1440,111.040535
1441,106.02286
1442,96.23824
1444,107.52848
1445,94.25813
1446,103.68588
1448,94.84315
1453,94.90868
1454,109.124245
1455,99.13585
1456,108.639
1458,109.124245
1459,94.5535
1461,98.24912
1465,99.73507
1466,111.2575
1469,107.147415
1472,94.90868
1474,98.24701
1477,105.68633
1479,105.48978
1482,110.72033
1483,77.81017
1487,96.37806
1488,105.70482
1490,113.66873
1492,105.24111
1494,116.69212
1496,99.57761
1497,96.977776
1499,103.83767
1502,94.666176
1507,101.71436
1508,94.96692
1509,104.63585
1511,93.81677
1512,106.73371
1513,116.854645
1514,101.72114
1518,110.869606
1519,92.336006
1522,111.905304
1524,77.71752
1527,96.23824
1529,94.254616
1532,107.17837
1536,112.39519
1537,116.82776
1539,100.91616
1542,108.83152
1543,97.99148
1544,103.32469
1545,80.37907
1550,94.836266
1551,102.82799
1554,112.97754
1556,106.519615
1559,93.80216
1560,77.818756
1562,99.05795
1566,92.38905
1567,110.764496
1569,105.53069
1570,110.81649
1571,110.062386
1574,94.96692
1578,105.14485
1580,93.72539
1583,105.04722
1584,94.96692
1585,107.33849
1586,102.490814
1587,112.104744
1588,93.96995
1590,115.310005
1592,105.26446
1596,97.90633
1598,103.65987
1599,95.14058
1604,111.10415
1606,101.35746
1607,95.58001
1608,98.57624
1609,116.262886
1611,95.34568
1613,95.90079
1616,97.305145
1619,109.38509
1620,93.87383
1621,109.48433
1622,97.61699
1625,108.28492
1627,116.262886
1629,102.32855
1634,98.87066
1636,95.40643
1638,106.848114
1639,97.77963
1641,99.479355
1643,95.862045
1644,98.894035
1645,117.84312
1646,101.53665
1647,112.47738
1648,96.60393
1652,93.72539
1653,113.774605
1656,91.55267
1658,95.14058
1659,109.389
1661,101.097855
1663,95.58001
1664,106.253
1665,94.99431
1666,106.519615
1667,100.572754
1668,78.0393
1669,101.00479
1670,95.7996
1672,113.50021
1674,104.0299
1677,105.70482
1678,92.66302
1679,110.08984
1680,100.74687
1683,109.137215
1686,105.46254
1687,109.946686
1689,108.47383
1690,98.51167
1691,115.74852
1692,113.614716
1693,94.96692
1695,97.19236
1696,94.90868
1697,109.485275
1700,106.519615
1701,95.88277
1702,112.104355
1703,92.220116
1704,104.799576
1706,97.09534
1707,108.254555
1708,96.18004
1710,95.277885
1711,104.03387
1713,102.49109
1717,109.24881
1719,105.14485
1720,97.272156
1722,96.50482
1725,105.05
1726,95.68926
1727,100.300545
1729,103.25947
1730,91.312645
1731,107.67774
1733,106.519615
1734,95.65638
1735,111.67263
1738,95.90079
1742,104.66932
1745,104.0299
1747,97.03453
1749,99.75616
1751,95.995674
1752,76.81226
1753,102.674904
1754,96.67578
1755,95.52035
1756,101.08526
1758,104.305725
1759,99.07862
1760,105.79601
1761,110.60436
1762,92.42236
1763,106.20893
1764,106.32774
1766,102.43977
1768,93.77129
1769,79.17591
1771,106.27663
1772,97.43527
1773,109.24231
1774,100.979645
1775,108.2298
1777,111.32001
1779,99.07862
1780,105.76536
1787,92.220116
1788,94.60202
1790,96.127655
1796,112.70898
1801,93.2048
1803,94.43584
1807,112.401
1809,106.3479
1812,97.07279
1813,107.2051
1814,100.54771
1815,109.924774
1816,94.98558
1818,94.78984
1820,93.05939
1821,115.4977
1822,96.20527
1825,96.48949
1826,105.09633
1828,94.23965
1831,102.494705
1836,102.399185
1837,94.790726
1841,98.24701
1844,102.47988
1848,96.67959
1851,100.91616
1852,98.22493
1853,92.73619
1854,97.32045
1856,108.19062
1859,106.17721
1860,96.78793
1861,77.82693
1863,108.82725
1865,96.12068
1866,101.973724
1867,96.98462
1868,93.01101
1872,95.08704
1879,99.954605
1880,105.13946
1882,98.216385
1885,109.11327
1887,102.81209
1888,95.851616
1890,102.434654
1894,97.96087
1895,102.53084
1896,92.16449
1897,111.62115
1900,109.49681
1901,93.80216
1902,105.84788
1905,99.98841
1906,109.29226
1912,105.59443
1915,93.473305
1916,108.064384
1917,94.70104
1918,103.60324
1920,73.5552
1923,99.79704
1924,99.80461
1925,94.757965
1930,116.262886
1932,109.66132
1933,111.62217
1934,110.22326
1935,93.37197
1940,79.16202
1941,95.47707
1942,113.235374
1943,106.51349
1944,92.1607
1945,100.77176
1948,116.82776
1949,93.6061
1952,98.91815
1954,95.11522
1955,114.50327
1958,95.33431
1959,85.041794
1960,106.20893
1963,97.9926
1965,102.483765
1968,102.30701
1969,104.51097
1971,97.3691
1972,109.914894
1973,92.50921
1975,92.73498
1977,101.600494
1978,96.616196
1979,109.593216
1981,93.84062
1982,109.94441
1987,108.816246
1988,92.38905
1993,103.27962
1997,92.15135
1999,95.71599
2001,95.90079
2002,116.322174
2003,100.09032
2004,77.50927
2006,109.09787
2007,93.43375
2009,106.743675
2010,95.65751
2013,105.91921
2018,77.02639
2022,98.44647
2024,109.106766
2025,94.25179
2026,104.225784
2030,106.01683
2031,96.35793
2032,105.59443
2033,97.73616
2035,97.82759
2036,114.330284
2037,95.21335
2040,97.078735
2043,110.892365
2044,100.796036
2046,104.482376
2054,109.07541
2055,94.59369
2056,105.76536
2059,94.32842
2060,93.80216
2062,92.18932
2063,107.978355
2066,97.96087
2067,115.58111
2072,98.68008
2073,107.19922
2074,110.22783
2075,98.90093
2076,94.35218
2080,95.77065
2082,93.80216
2085,99.042595
2087,108.8906
2091,107.265755
2092,97.18608
2093,105.76536
2098,102.057755
2101,106.20893
2102,95.12511
2103,79.16202
2105,101.973724
2106,94.035065
2107,99.244835
2110,96.459564
2114,97.68703
2115,115.032
2117,87.19426
2118,93.3218
2119,106.17587
2120,96.45658
2122,100.77355
2123,112.77236
2126,95.1711
2127,105.6197
2128,97.66657
2129,105.46023
2132,109.58797
2135,104.786446
2138,104.017006
2139,116.262886
2141,113.74823
2142,93.339676
2146,97.42951
2151,110.13072
2157,106.38841
2159,101.27542
2162,93.38525
2164,116.57457
2167,93.36151
2168,110.39849
2171,97.483734
2173,96.23012
2174,104.600266
2175,96.514015
2178,93.75359
2180,95.90079
2185,110.70077
2189,94.00308
2190,112.50279
2192,101.851585
2194,113.3036
2200,103.09003
2201,97.87395
2203,108.23585
2204,97.211334
2205,109.604904
2209,112.18001
2213,103.05062
2214,94.58314
2215,108.905685
2216,99.34305
2218,96.00205
2219,108.918945
2220,100.52343
2222,104.58855
2223,104.25764
2225,110.38979
2226,97.31127
2230,96.6952
2233,111.37655
2234,107.713165
2235,97.211334
2236,77.7296
2237,93.93742
2240,116.224625
2241,97.20855
2248,103.985855
2249,102.13193
2250,101.205734
2252,110.339485
2253,98.28552
2254,111.52578
2256,73.71764
2258,94.972206
2259,105.81689
2262,97.96087
2265,93.81121
2266,103.99439
2269,98.25039
2271,102.05566
2273,94.908104
2274,108.03349
2275,98.91162
2277,98.136444
2279,97.211334
2280,77.691444
2282,95.90079
2283,101.579254
2288,94.48325
2289,110.32115
2291,97.56122
2292,116.92769
2297,104.67853
2298,103.95302
2299,97.22466
2300,111.002
2301,92.93596
2304,93.80766
2305,100.649704
2306,97.96087
2308,93.18977
2309,100.28964
2311,106.52443
2312,101.61194
2316,104.49065
2321,102.59947
2322,104.275925
2325,106.87178
2326,100.93676
2329,116.92769
2330,98.55796
2331,101.26524
2332,111.281525
2333,97.96087
2334,104.34806
2335,110.441795
2337,105.51656
2338,101.25636
2340,111.281525
2342,91.81003
2345,94.48942
2349,97.051056
2351,77.44236
2352,95.627975
2354,110.415985
2355,111.04996
2357,110.38979
2358,95.44195
2360,99.61507
2361,110.415985
2364,96.23824
2366,97.767136
2369,99.962234
2370,96.2135
2371,111.2448
2373,103.45692
2374,106.91987
2376,112.128685
2378,108.256584
2382,101.89712
2383,93.11593
2386,106.881935
2387,99.50602
2389,98.30811
2390,106.11829
2392,92.52589
2398,111.281525
2399,94.71999
2400,95.92025
2401,113.69249
2402,95.297264
2404,97.62412
2407,98.0734
2408,103.746574
2409,108.15476
2412,86.89565
2413,101.93979
2415,94.99831
2420,102.18353
2422,97.01015
2423,102.86301
2426,94.0601
2432,98.55604
2434,91.32371
2435,96.68287
2436,111.34062
2438,106.59313
2440,104.94335
2443,104.136284
2444,93.26692
2447,103.985855
2450,95.96673
2454,104.029625
2455,108.1441
2459,97.96087
2460,101.9862
2463,98.64015
2465,96.04711
2468,79.16202
2469,97.5178
2474,95.62352
2478,94.09867
2480,92.22495
2481,116.224625
2489,95.90079
2490,99.18302
2492,93.84072
2496,97.96087
2497,99.55723
2500,94.898346
2505,97.078735
2507,98.92954
2508,109.604904
2509,95.38081
2510,79.06503
2513,91.90661
2515,95.90079
2518,93.11593
2519,103.08656
2520,93.11593
2521,106.04207
2523,102.875595
2525,96.31612
2529,109.66601
2530,98.68854
2533,104.93764
2535,93.41129
2538,99.71903
2544,106.32474
2553,108.96674
2556,94.35681
2558,92.57887
2559,112.73329
2560,94.33165
2561,109.261375
2562,96.71614
2563,106.433624
2564,89.93412
2565,112.495224
2567,100.46722
2572,96.67873
2575,96.65103
2576,112.70098
2577,94.148384
2578,98.3668
2579,107.20742
2580,95.11739
2582,105.28432
2583,93.49798
2587,92.523056
2589,109.52264
2590,97.06046
2591,109.66601
2594,95.990685
2597,98.70694
2598,104.64572
2599,94.18446
2600,98.3528
2602,116.4901
2603,96.67873
2604,98.27088
2606,100.22261
2607,76.81226
2608,98.68008
2613,109.604904
2614,102.36514
2615,109.67807
2617,107.952095
2620,100.78265
2623,107.22292
2624,97.993
2627,109.604904
2629,76.81226
2630,97.278206
2632,101.08467
2636,94.77881
2639,106.120674
2640,108.328735
2642,109.66601
2644,105.97772
2646,100.349846
2647,95.48264
2649,94.37207
2650,104.534195
2652,106.04984
2653,96.21442
2655,102.11079
2657,112.13504
2659,108.05314
2662,92.995255
2663,116.224625
2664,98.36844
2665,103.859955
2670,96.85362
2671,109.40179
2672,93.43313
2675,106.04984
2677,108.49249
2679,99.949135
2683,107.5291
2684,94.93593
2685,103.08373
2688,108.61555
2689,101.47001
2690,102.18503
2693,101.35884
2694,103.94158
2697,105.87029
2699,95.87726
2703,94.57804
2705,105.92278
2709,80.99145
2710,95.45358
2711,109.1535
2712,101.11817
2713,100.13978
2714,105.36157
2715,98.44494
2717,93.95178
2718,110.80391
2720,111.44666
2721,96.45547
2726,102.10121
2728,93.8206
2731,103.0205
2732,109.91978
2734,94.96361
2736,101.60623
2737,96.97153
2738,103.35618
2739,100.2847
2746,96.29822
2749,105.05224
2751,117.84312
2752,102.5746
2753,97.22259
2757,100.252884
2758,96.72738
2759,107.86459
2760,94.92254
2762,109.21549
2764,93.967155
2765,108.1245
2769,105.885
2771,105.98334
2774,93.45109
2776,94.98134
2777,98.3648
2778,94.27091
2779,104.66386
2782,93.7167
2784,93.963524
2787,93.604195
2789,96.7906
2792,97.988754
2798,96.47629
2799,102.70505
2800,96.02165
2801,77.10658
2802,93.39557
2804,96.28169
2807,103.06241
2808,101.562515
2809,102.85356
2811,115.56739
2812,95.55733
2814,93.098434
2816,96.43077
2817,108.664856
2818,98.411835
2820,100.70487
2821,82.167786
2822,96.82041
2823,110.9808
2824,96.58766
2826,97.859344
2829,94.21155
2834,97.22529
2835,80.28845
2838,98.39705
2839,107.911835
2840,94.59597
2841,106.75157
2842,97.96087
2846,114.1415
2848,100.01277
2849,93.73203
2850,105.36157
2851,93.850174
2853,94.557556
2854,109.66601
2858,105.55413
2861,103.16027
2864,93.84072
2865,116.224625
2866,103.085
2867,94.54048
2868,113.37081
2870,108.78706
2877,94.965935
2878,109.604904
2880,110.85551
2882,77.54054
2883,98.42018
2884,102.463036
2885,98.11274
2887,95.90079
2888,105.4002
2889,91.60351
2890,103.518524
2891,104.216034
2892,116.68383
2893,94.99075
2898,106.0288
2899,92.21278
2900,107.30415
2901,93.42068
2909,102.59302
2910,108.23413
2911,120.62418
2913,98.88746
2914,104.05757
2918,97.71127
2919,110.14216
2920,99.01641
2921,109.604904
2922,98.11571
2923,103.97172
2925,97.93584
2926,95.11739
2927,109.82103
2929,112.04176
2933,95.497
2934,106.1699
2936,98.90555
2941,97.0903
2942,98.183266
2943,107.722534
2945,102.67802
2950,95.33133
2951,109.24941
2953,106.69562
2954,100.29509
2955,107.00626
2956,97.96104
2960,102.04763
2962,95.31788
2963,103.074684
2964,104.129974
2966,77.691444
2967,97.15507
2968,98.88016
2969,92.43247
2971,93.41965
2972,104.82683
2974,95.91989
2975,104.9279
2977,116.69212
2980,109.57977
2981,92.37525
2983,97.701035
2984,98.50136
2985,116.92769
2986,97.7347
2987,104.82683
2989,94.6691
2990,109.67491
2991,95.18286
2992,79.17591
2995,105.87029
2996,97.45192
3002,111.66539
3004,105.520645
3005,116.70383
3006,94.67677
3010,100.1814
3011,105.2696
3014,95.11739
3015,95.85486
3016,95.21594
3017,98.674034
3018,95.17828
3021,104.45603
3024,104.885185
3028,94.1655
3030,94.27091
3032,92.90829
3039,92.16449
3040,103.57777
3041,97.37826
3043,97.18487
3044,112.88667
3046,103.78963
3055,95.51737
3056,106.96269
3058,92.61871
3059,106.888435
3061,116.82776
3063,104.65139
3066,96.450035
3067,104.885185
3068,77.869736
3069,96.0291
3072,116.34319
3073,113.524155
3074,96.493195
3077,92.90074
3082,101.00744
3084,105.87029
3085,100.89661
3088,106.15209
3091,96.47586
3092,111.8878
3093,98.89951
3094,103.28367
3096,110.22326
3097,90.580086
3098,73.24518
3102,116.84361
3106,94.16445
3109,96.80166
3111,94.9272
3112,116.70383
3113,95.424385
3115,98.68008
3116,107.18975
3117,97.60957
3121,101.85511
3122,97.08201
3123,94.93169
3124,99.463936
3125,95.21594
3126,103.29287
3127,115.74852
3129,93.15454
3130,112.12366
3132,106.07633
3134,107.408936
3135,105.43251
3137,77.21583
3138,94.91961
3140,106.784706
3144,101.36724
3145,107.25124
3146,109.67807
3147,94.51367
3148,106.476944
3149,105.98898
3150,112.35335
3151,96.245995
3152,97.04022
3155,99.7995
3156,105.36157
3159,93.41414
3161,98.983505
3162,106.97605
3163,95.17645
3165,104.46935
3172,99.71463
3173,99.53509
3176,94.87886
3177,103.81631
3179,104.9279
3183,96.0142
3186,96.11179
3187,101.11881
3189,105.68303
3190,95.65297
3192,115.74852
3193,99.71463
3194,113.20171
3197,95.39558
3198,95.66358
3200,99.52163
3201,116.58144
3202,95.66358
3204,97.078735
3205,93.86529
3206,101.75365
3208,106.14402
3210,104.883095
3211,101.72127
3212,116.82776
3213,99.02396
3214,105.72924
3216,103.692894
3219,92.74238
3220,108.707115
3221,95.424385
3226,108.226
3227,104.46091
3228,99.5532
3229,95.521576
3232,79.16202
3233,95.095146
3234,95.33641
3236,98.46393
3238,109.74761
3239,108.32354
3240,93.30917
3247,107.3389
3249,102.56813
3252,111.719284
3253,102.51598
3254,105.18936
3255,95.92903
3256,108.218124
3257,93.94775
3262,107.75854
3263,106.22421
3264,97.96104
3266,111.57751
3267,101.8244
3269,98.14633
3272,116.92769
3274,95.39558
3275,104.91322
3277,102.44109
3279,97.78693
3280,108.01588
3283,96.91548
3285,95.90079
3287,105.603226
3288,104.885185
3290,100.214
3291,93.96461
3298,107.64707
3299,96.52409
3302,106.57051
3303,91.9951
3304,103.532845
3307,95.2549
3309,95.2668
3314,77.7296
3316,112.05043
3317,96.86146
3319,97.76488
3320,106.96985
3321,95.00892
3322,102.27806
3324,91.719345
3326,93.96751
3329,100.14446
3330,90.08242
3331,109.91381
3335,116.68383
3337,98.29706
3338,101.52628
3339,97.41115
3340,115.27665
3341,95.46427
3343,92.946625
3346,95.006226
3348,92.27434
3351,104.76299
3352,117.9065
3355,92.48266
3356,109.07705
3358,107.01793
3359,98.07002
3360,100.1419
3371,97.50802
3372,94.02868
3374,96.039856
3377,106.50772
3378,92.08022
3380,103.53036
3382,100.15589
3386,96.01091
3389,102.23055
3391,106.77791
3393,95.58097
3394,106.0061
3395,94.26582
3397,109.604904
3398,101.27621
3399,82.86713
3400,94.22552
3404,102.30718
3407,111.855545
3409,102.37655
3419,101.66717
3421,98.64781
3425,95.934685
3427,81.24533
3428,116.92769
3429,108.039986
3431,95.12658
3435,94.389404
3436,107.07567
3439,97.085655
3441,101.356285
3442,116.92769
3443,105.459114
3444,104.799545
3445,96.70146
3446,111.170494
3449,93.80216
3453,95.929405
3457,98.95437
3460,102.179016
3461,101.754326
3462,94.90868
3464,104.65139
3465,77.869736
3466,95.84541
3467,102.40657
3468,97.70595
3469,102.652855
3470,96.41468
3472,109.66601
3473,96.336235
3475,94.306656
3476,108.76959
3478,104.702675
3479,96.12048
3483,99.755585
3484,106.19947
3485,103.29499
3487,94.43394
3488,108.18231
3496,109.22146
3497,100.43431
3499,101.19219
3500,77.72324
3501,96.890335
3504,92.22298
3508,99.22612
3511,96.65526
3512,110.59344
3515,94.14907
3517,96.287346
3518,98.31088
3526,108.165665
3528,115.24624
3529,99.70143
3530,113.50002
3531,93.722595
3532,106.896904
3533,95.44551
3534,95.24736
3535,77.84635
3536,99.64755
3537,109.48795
3538,92.404526
3539,104.83883
3540,103.602646
3545,106.5264
3546,92.32436
3550,105.92185
3551,104.23292
3553,95.793945
3554,102.179016
3557,93.903946
3558,108.051956
3559,93.80216
3561,94.637344
3562,109.604904
3563,95.246765
3564,104.76299
3565,96.70146
3567,96.75987
3571,104.76299
3572,97.33204
3574,108.34027
3576,95.57867
3577,106.984245
3578,95.1582
3579,94.33152
3583,95.82823
3585,102.40161
3586,107.06353
3587,112.56529
3593,93.594536
3594,106.03016
3595,92.16449
3599,96.96518
3600,104.41814
3601,109.66601
3602,93.80216
3604,96.89877
3609,116.328255
3610,107.216934
3612,110.41376
